,title,content,complete_tags,words_in_tags
302,introduction robotics mechanics control john j craig. ed. transformation problem examples,reading book introduction robotics mechanics control john j craig. ed. transformation problem examples ex page frame b rotated relative frame x axis degrees translated units axis units z axis find p frame p frame b book answer answer ex page vector p1 rotated degrees clockwise x axis translated units axis units z axis p1 given find p2 ex.2.2 problem transformation matrix ex translation vector column given answer sure typo missing genuine operation please let know opinion thanks,forward-kinematics books,books kinematics
303,questions quadcopter radio controller,bought parts making quadcopter done research know parts need many guides sponsored cost euros/dollars explaining things found flight control board need microcontroller arduino nano work anyone experience board let know board work radio controller controllers universal please tell right section count relevant topic,microcontroller quadcopter radio-control,quadcopter control microcontroller radio
304,genetic alogorithm suitable mobile robot path planning,regarding project work mobile robot planning chosen genetic good mobile robot path planning start get guidelines,mobile-robot navigation algorithm,mobile navigation robot algorithm
305,mobile camera calibration rectification frame rate,searching internet answer question come anything help meka humanoid robot lab shell head pointgrey usb camera embedded use pointgrey_camera_driver obtaining images camera head degrees up/down left/right intending use camera ar_pose package detect track ar tags objects understand camera calibrated effective use forgive know camera camera_calibration package question camera mobile meaning head move camera go calibrating head fixed position calibrated camera position got parameters yaml file load rectification particular head moves calibration file obtained previous position become invalid asked calibrate camera possible field view obtained moving camera different video modes mode using get frame rate i.e driver launched get rostopic hz /camera/image_raw rectify image using image_proc get frame rate rostopic hz /camera/image_rect_color normal way increase frame rate please let know information required thanks help,ros cameras calibration,ros cameras calibration
306,difficult build simple robots example line follower using raspberry pi ros,want build low cost robot running ros educational purposes simple line follower using raspberry pi ir sensor overambitious beginner project difficult make ros run custom hardware p.s robotics programming interested building actual robots running simulations cant afford buy ros compatible robots,ros raspberry-pi electronics,pi electronics ros raspberry
307,see cc3d actual configuration,received first hobby-grade quadcopter eachine racer comes preassembled transmitter receiver included comes kind cc3d flight board people say original configured software flying box im sure want touch fc config im interested learning fly manual/acro mode transmitter seems switch flight modes looks low/high rates self-level mode im expect third acro mode im sure right couldnt test weather third higher rate way look actual fc config changing anything witch software need flight modes set fc transmitter able see edit thanks advance,quadcopter,quadcopter
308,visualizing debugging ekf,debugging tuning ekf extended kalman filter task classical mobile robot pose tracking landmarks ar markers surprised measurement affects estimate look calculate numbers matrices involved work update step got executed happened tedious wonder anyone using technique trick clever visualization get better feel happening ekf update step update specific show first approximation mind looking way visualize update step way gives feel component measurement affects component state first idea plot measurement prediction vectors taken k matrix vectors k represent innovation vector measurement measurement prediction plotted affect component state working ekf state pose x angle measurements poses attached image open new page/tab see full resolution scaled vector k matlab syntax take submatrix matrix give idea component ekf state change current innovation vector k second component ekf change etc example innovation vector large x component aligned vector k second component state coordinate change problem plot give feel third component angle innovation vector affects state first component state increases bit contrary k indicates third component innovation causes visualize first improvement visualize third component innovation affects state nice add covariance data get feel k matrix created update plot vectors state-space show component measurement changes position plot see third component measurement changes state,ekf visualization,visualization
309,calculate uncertainty 6-dof pose graph-based slam,question related question estimating 6-dof poses x_ trajectory using graph-based slam approach estimation based 6-dof transformation measurements z_ ij uncertainty \sigma_ ij connect poses avoid singularities represent poses transforms vector consisting 3d-vector unit-quaternion x_ \left \begin matrix \\ q \end matrix \right optimization yields manifold increment vectors \delta \tilde x _i \left \begin matrix \\ log q \end matrix \right applied pose estimates optimization iteration x_i \leftarrow x_i \boxplus \delta \tilde x _i uncertainty gets involved hessian update optimization step \tilde h ii += \tilde ij ^t \sigma_ ij -1 \tilde ij \tilde ij \leftarrow a_ ij m_ \frac \partial e_ ij x \partial x_i \frac \partial x_i \boxplus \delta \tilde x _i \partial \delta x_i |_ \delta \tilde x _i e_ ij log \left x_ j \ominus x_ \ominus z_ ij \right error function measurement z_ ij estimate z ij x_j \ominus x_i \tilde ij matrix optimizing 6-dof \sigma_ ij matrix based imu measurements acceleration rotational velocity \omega build sensor noise matrix \sigma_ sensor \left \begin matrix \sigma_ ^2 \\ \sigma_ \omega ^2 \end matrix \right process model integrates acceleration rotational velocity obtain pose measurement model uncertainty sensor noise integration noise considered anything want calculate uncertainty \sigma_ ij j_ iterate \sigma_ ij t-1 j_ iterate ^t j_ process \sigma_ sensor j_ process ^t j_ iterate \frac \partial x_ \partial x_ t-1 j_ process \frac \partial x_ \partial \xi_ current measurement \xi \omega according formula \sigma_ ij matrix need matrix think include manifold projection details take look following publication algorithm g. grisetti r. kümmerle c. stachniss w. burgard “a tutorial graph-based slam ” ieee intelligent transportation systems maga- zine vol pp similar calculation uncertainty take look end section iii a. corominas murtra andreu josep m. mirats tur imu cable encoder data fusion in-pipe mobile robot localization technologies practical robot applications tepra ieee international conference ieee .. section iii a. iv a. ila viorela josep m. porta juan andrade-cetto information-based compact pose slam robotics ieee transactions 78-93,slam ekf jacobian,ekf slam jacobian
310,advanced line following robot maze solving,know make line follower video done giving source destination map robot moves based instruction given map procedure mapped path please watch video,wheeled-robot mapping line-following,following mapping line wheeled robot
311,calculate right left speed tank-like rover,trying control robot using android app touch-based joystick control app ui want calculate speed left right motors rover joystick moved joystick get values pan tilt convert polar coordinate system r theta r ranges theta want derive equation convert r theta left_speed right_speed speed values range figured value r theta left_speed r right_speed -r turning spot theta left_speed r right_speed r moving speed r theta left_speed -r right_speed r turning left spot theta left_speed -r right_speed -r moving backwards speed r values want moving turning example theta left_speed alpha*r right_speed moving turning r theta set speeds left_speed right_speed alpha*r beta*r need formulate equation generalize cases finding alpha beta based theta existing work refer,control kinematics movement,control kinematics movement
312,topology-based representation invariant certain change environment,article topology-based representation page line says topology-based representation invariant certain changes environment means trajectory generated topology-based space remain valid certain changes environment possible simple example understand concept,mobile-robot control robotic-arm motion-planning,control mobile robot motion planning robotic arm
313,ros run raspberry pi,ros run raspberry pi ros resigned run network machines different machines different cores machine different jobs machines raspberry considering using r-pi ethercat master mobile robot communicating main pc wifi using dongle r-pi run ros r-pi processing power servoing possible run servoing host wifi connecion,ros raspberry-pi wifi,pi ros raspberry wifi
